file,chunk_id,cluster,is_rep,snippet,umap_x,umap_y
test_data\MS2DeepScore_ a novel deep learning similarity measure to compare tandem mass spectra.txt,1,2,False,"ecently introduced unsupervised Spec2Vec metric, we believe that machine learning-supported mass spectral similarity measures have great potential for a range of metabolomics data processing pipelines",6.741685,10.21942
test_data\MWD_Data_Based_Marble_Quality_Class_Prediction_Models_Using_ML_Algorithms.pdf,0,3,False,Mathematical Geosciences (2023) 55:1059–1074 https://doi.org/10.1007/s11004-023-10061-1 MWD Data-Based Marble Quality Class Prediction Models Using ML Algorithms Ozge Akyildiz 1 · Hakan Basarir 1 · Ve,11.287279,7.4893885
test_data\MWD_Data_Based_Marble_Quality_Class_Prediction_Models_Using_ML_Algorithms.pdf,1,13,False,"etwork and Application, Amrita Vishwa Vidyapeetham, Kollam, Kerala, India 123 1060 Mathematical Geosciences (2023) 55:1059–1074 world. GCC is important for paper production as it is used not only as f",11.184043,7.376569
test_data\MWD_Data_Based_Marble_Quality_Class_Prediction_Models_Using_ML_Algorithms.pdf,2,3,False,"o minimize waste and related environmental impact. In the particular case at Brønnøy Kalk AS, due to geometry- based definition of the SMU boundaries, some high-quality marble may not be included in h",11.324526,7.4972396
test_data\MWD_Data_Based_Marble_Quality_Class_Prediction_Models_Using_ML_Algorithms.pdf,3,3,False,"2) also stated that MWD data can be used to improve blast results in mines. They proposed that different types and amount of explosive can be used for each blast hole, according to the information der",11.321725,7.523143
test_data\MWD_Data_Based_Marble_Quality_Class_Prediction_Models_Using_ML_Algorithms.pdf,4,3,False,"ession (LR) modelling, and then a more advanced ensemble machine learning method, random forest modelling (RF), were used. The prediction performances of the models were thoroughly examined using comm",11.275352,7.303169
test_data\MWD_Data_Based_Marble_Quality_Class_Prediction_Models_Using_ML_Algorithms.pdf,5,13,False,r and higher extreme values of rotation pressure and dampening pressure (Ghosh et al. 2017; Schunnesson 1998). Rotation pressure is the amount of pressure used to rotate the drilling bit. The rotation,11.252318,7.227338
test_data\MWD_Data_Based_Marble_Quality_Class_Prediction_Models_Using_ML_Algorithms.pdf,6,3,False,Holes were selected based on geological variability in collaboration with the on-site mining geologist. Each hole was divided into several sections with different lengths ranging from 1.3 to 3.4 m. Dr,11.308503,7.1817083
test_data\MWD_Data_Based_Marble_Quality_Class_Prediction_Models_Using_ML_Algorithms.pdf,7,17,False,normalized TAPPI 1 0.83 1.00 2 0.67 0.83 3 0.50 0.67 4 0.33 0.50 5 0.17 0.33 6 0.00 0.17 123 Mathematical Geosciences (2023) 55:1059–1074 1065 Fig. 3 Quality class distribution 3 Modelling For the con,10.0451975,6.8996463
test_data\MWD_Data_Based_Marble_Quality_Class_Prediction_Models_Using_ML_Algorithms.pdf,8,17,False,"arts as training and testing before the model is trained. While the testing data are kept as unseen data, the training data are split into k folds where k–1 folds are used for the model training, and ",9.94203,6.7181253
test_data\MWD_Data_Based_Marble_Quality_Class_Prediction_Models_Using_ML_Algorithms.pdf,9,5,False,"regression is used in LR, which establishes multivariate correlations between one or more independent and dependent variables, such as Yn = β0 + β1 X1n + β2 X2n +···+ βm Xmn + εn , (1) whereY n is the",9.709666,6.5686235
test_data\MWD_Data_Based_Marble_Quality_Class_Prediction_Models_Using_ML_Algorithms.pdf,10,5,False,Couronné et al. 2018). The RF algorithm has two sources of randomization. The first source is due to the random selection of the splitting input feature in the “root node” or “parent node”. Bootstrapp,9.826845,6.572517
test_data\MWD_Data_Based_Marble_Quality_Class_Prediction_Models_Using_ML_Algorithms.txt,0,15,False,"title: MWD Data-Based Marble Quality Class Prediction Models Using ML Algorithms authors: Ozge Akyildiz, Hakan Basarir, Veena Sajith Vezhapparambu, Steinar Ellefmo published: 2023-5-15 doi: 10.1007/s1",11.227968,7.576166
test_data\Machine Learning-Based Prediction Models for Depression Symptoms Among Chinese Healthcare Workers During the Early COVID-19 Outbreak in 2020_ A Cross-Sectional Study.pdf,0,7,False,"ORIGINAL RESEARCH published: 29 April 2022 doi: 10.3389/fpsyt.2022.876995 Frontiers in Psychiatry | www.frontiersin.org 1 April 2022 | Volume 13 | Article 876995 Edited by: Mohammadreza Shalbafan, Ira",12.754115,1.0357105
test_data\Machine Learning-Based Prediction Models for Depression Symptoms Among Chinese Healthcare Workers During the Early COVID-19 Outbreak in 2020_ A Cross-Sectional Study.pdf,1,7,False,for immediate interventions and alert systems for healthcare workers who are mentally at-risk. This study aims to develop and validate machine learning-based m odels for predicting depression symptoms,12.756628,1.0299382
test_data\Machine Learning-Based Prediction Models for Depression Symptoms Among Chinese Healthcare Workers During the Early COVID-19 Outbreak in 2020_ A Cross-Sectional Study.pdf,2,7,False,ows that machine learning prediction models ar e suitable for making predictions about mentally at-risk healthcare w orkers predictions in a public health emergency setting. The application of multid ,12.758133,1.0310619
test_data\Machine Learning-Based Prediction Models for Depression Symptoms Among Chinese Healthcare Workers During the Early COVID-19 Outbreak in 2020_ A Cross-Sectional Study.pdf,3,7,False,"elate d exposures ( 10), worried about infection ( 10), working on the frontline (11, 12), gender differences ( 11, 13, 14), type of hospital (11), technical title ( 11), location ( 14), lacking socia",12.72365,1.0334699
test_data\Machine Learning-Based Prediction Models for Depression Symptoms Among Chinese Healthcare Workers During the Early COVID-19 Outbreak in 2020_ A Cross-Sectional Study.pdf,4,7,False,"ne learning models can be used to help develop immediate interventions for healthcare workers in preparation for the next public healt h emergency. To the best of our knowledge, machine learning model",12.755132,1.0317775
test_data\Machine Learning-Based Prediction Models for Depression Symptoms Among Chinese Healthcare Workers During the Early COVID-19 Outbreak in 2020_ A Cross-Sectional Study.pdf,5,12,False,approval for this study w as received from the Institutional Review Board at Renmin Hospita l of Wuhan University (No. WDRY2020-K004). Variables and Measurements The questionnaire includes sociodemogr,12.741399,1.0486867
test_data\Machine Learning-Based Prediction Models for Depression Symptoms Among Chinese Healthcare Workers During the Early COVID-19 Outbreak in 2020_ A Cross-Sectional Study.pdf,6,17,False,escribe your current health status. What is your current health status now compared to your health status befo re the outbreak? Mental Health Outcomes Depression was evaluated using the Chinese versio,12.813281,0.97206676
test_data\Machine Learning-Based Prediction Models for Depression Symptoms Among Chinese Healthcare Workers During the Early COVID-19 Outbreak in 2020_ A Cross-Sectional Study.pdf,7,17,False,"residual sum of a square and was optimized during the cross-validation process. The hyperparameter “alpha” is for the elastic net mixin g parameter, hence we set alpha equal to 1 in LASSO regression. ",9.627042,6.821407
test_data\Machine Learning-Based Prediction Models for Depression Symptoms Among Chinese Healthcare Workers During the Early COVID-19 Outbreak in 2020_ A Cross-Sectional Study.pdf,8,17,False,", a gradient-boosting tree constructs one tree sequentially that aims to improve the shortcomings of the previous tree at each iteration. Importance is determined by t he relative influence of each pr",9.541701,6.9185615
test_data\Machine Learning-Based Prediction Models for Depression Symptoms Among Chinese Healthcare Workers During the Early COVID-19 Outbreak in 2020_ A Cross-Sectional Study.pdf,9,17,False,"roduced probabilities and obser ved probabilities of depression events. Finally, screening util ity was assessed by calculating net-benefit values ( 42, 43), the differences between the proportion of ",12.752226,1.0214324
test_data\Machine Learning-Based Prediction Models for Depression Symptoms Among Chinese Healthcare Workers During the Early COVID-19 Outbreak in 2020_ A Cross-Sectional Study.pdf,10,17,False,gistic regression with LASSO selected 10 risk predictors and five protective predictors out of 36 potential predictors. The logistic model showed that self-perceived poo r health [odds ratio (OR): 3.2,12.743542,1.0451438
test_data\Machine Learning-Based Prediction Models for Depression Symptoms Among Chinese Healthcare Workers During the Early COVID-19 Outbreak in 2020_ A Cross-Sectional Study.pdf,11,17,False,cant differences in the AUC between the decision tree and the other three models (see Supplementary Table 2). The gradient-boosting tree showed higher overall accuracy with a slight advantage over the,12.656709,1.1660553
test_data\Machine Learning-Based Prediction Models for Depression Symptoms Among Chinese Healthcare Workers During the Early COVID-19 Outbreak in 2020_ A Cross-Sectional Study.pdf,12,7,False,"first aid, ” machine learning models identified several potential predictors that implied some possible mental interventions for healthcare workers. Information overload refers to the amount of news r",12.752272,1.035317
test_data\Machine Learning-Based Prediction Models for Depression Symptoms Among Chinese Healthcare Workers During the Early COVID-19 Outbreak in 2020_ A Cross-Sectional Study.pdf,13,12,False,n from television Yes 574 (55.1%) 429 (48.1%) 202 (58.4%) 148 (50.0%) No 467 (44.9%) 462 (51.9%) 144 (41.6%) 148 (50.0%) Received any form of psychotherapy Yes 141 (13.5%) 125 (14.0%) 52 (15.0%) 48 (1,12.7491,1.0335252
test_data\Machine Learning-Based Prediction Models for Depression Symptoms Among Chinese Healthcare Workers During the Early COVID-19 Outbreak in 2020_ A Cross-Sectional Study.pdf,14,12,False,3%) 499 (56.0%) 288 (83.2%) 162 (54.7%) Unchanged 76 (7.3%) 33 (3.7%) 34 (9.8%) 7 (2.4%) Better 7 (0.7%) 47 (5.3%) 2 (0.6%) 17 (5.7%)142 Infected/family infected Yes 17 (1.6%) 34 (3.8%) 1 (0.3%) 13 (4,12.7543125,1.038271
test_data\Machine Learning-Based Prediction Models for Depression Symptoms Among Chinese Healthcare Workers During the Early COVID-19 Outbreak in 2020_ A Cross-Sectional Study.pdf,15,7,False,"p intervention during the COVID-19 pandemic. Due to the high contagion of the virus and strict quarantine policy, traditional face-to-face psychotherapy is difficult to impleme nt. Offering self-help ",12.760275,1.0338138
test_data\Machine Learning-Based Prediction Models for Depression Symptoms Among Chinese Healthcare Workers During the Early COVID-19 Outbreak in 2020_ A Cross-Sectional Study.pdf,16,7,False,"this study: self-perceived healt h factors, media factors, and psychological services factors) were usua lly ignored or excluded from previous COVID-19 mental health survey studies ( 11–13). This is b",12.7464695,1.035921
test_data\Machine Learning-Based Prediction Models for Depression Symptoms Among Chinese Healthcare Workers During the Early COVID-19 Outbreak in 2020_ A Cross-Sectional Study.pdf,17,7,False,"knowledge of depression caused by the outbreak is lacking, machine learning models could make predictions by using easily acquired information such a s demographic data, work-related factors, outbreak",12.752301,1.036179
test_data\Machine Learning-Based Prediction Models for Depression Symptoms Among Chinese Healthcare Workers During the Early COVID-19 Outbreak in 2020_ A Cross-Sectional Study.txt,0,7,False,Title: Machine Learning-Based Prediction Models for Depression Symptoms Among Chinese Healthcare Workers During the Early COVID-19 Outbreak in 2020: A Cross-Sectional Study Date: 2022-04-29 DOI: 10.33,12.749226,1.0343307
test_data\Machine Learning-Based Prediction Models for Depression Symptoms Among Chinese Healthcare Workers During the Early COVID-19 Outbreak in 2020_ A Cross-Sectional Study.txt,1,7,False,"logical support material and having COVID-19-like symptoms. The area under the curve [95% CI] of machine learning models were as follows: LASSO model, 0.824 [0.792–0.856]; random forest, 0.828 [0.797–",12.69084,1.0970759
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,0,7,False,"ARTICLE Machine learning can identify newly diagnosed patients with CLL at high risk of infection Rudi Agius1,2, Christian Brieghel2, Michael A. Andersen 2, Alexander T. Pearson 3, Bruno Ledergerber4,",11.8027,-2.3232577
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,1,12,False,", UK.7 Department of Mathematics, Bar-Ilan University, Ramat Gan, Israel.8 Department of Public Health, Copenhagen University, Copenhagen, Denmark.9 Human Evolutionary Genetics Unit, Institut Pasteur,",11.713601,-2.231036
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,2,7,False,risk of CLL treatment to identify those at risk of further immunosuppression. The first step in changing the natural history of CLL-induced immune dysfunction is thus to identify patients at risk of i,11.786532,-2.3149033
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,3,12,False,"ementations in the clinic. Analogous to the different disciplines and experience of this team, we took a“multiple-outlooks” approach to the devel- opment of CLL-TIM, which was to collate an ensemble o",11.865449,-2.3939452
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,4,12,False,"int zero varied between zero and three months post-diagnosis and for the external test cohort it varied between zero and 1-year post-diagnosis (Supplementary Fig. 2). For modeling, we only used patien",11.929305,-2.4594507
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,5,17,False,"mptomology as interpreted by the physician (Supplementary Methods subsection Feature Genera- tion). This resulted in afinal feature space of 7,288 dimensions (Supplementary Table 2), reduced using dim",11.910704,-2.4323196
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,6,17,False,was used to indicate the confidence or uncertainty in CLL-TIM’s predictions (Methods subsection Clinical trial requirements). This confidence was gen- erated without any knowledge of the ground truth ,11.968719,-2.5006356
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,7,12,False,".43–0.61, p < 0.005 with one-tailed Mann–Whitney U test, Fig. 3c and Supplementary Tables 6 –8). CLL-TIM also outperformed CLL-IPI for the 5-year composite outcome (p < 0.0005, Supplementary Tables 9–",11.991796,-2.520387
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,8,17,False,2.9) 20 (3.1) 19 (2.9) 110 (3) 1 (0.3) 3 25 (1) 4 (0.6) 9 (1.4) 38 (1) 0 (0) 4 7 (0.3) 1 (0.2) 1 (0.2) 9 (0.2) 0 (0) missing 11 (0.5) 3 (0.5) 2 (0.3) 16 (0.4) 4 (1.1) Baseline characteristics forn = 3,11.959179,-2.490255
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,9,17,False,tient feature vector 46 microbiology findings 13 baseline tests 153 pathology codes 183 routine laboratory tests 9 blood culture findings 216 diagnoses 7288 features Venetoclax Acalabrutinib Watch & w,11.902339,-2.4293344
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,10,17,False,"n or CLL treatment (composite outcome) was the target outcome. b We assembled five datasets on 4149 CLL patients from the Nationwide Danish CLL registry, the Danish Microbiology Database, the Persimun",11.876676,-2.4070606
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,11,12,False,"(CI95%: 0.63–0.82) and 0.63 (CI95%: 0.55–0.72)). In turn, using CLL-IPI, 6 and 37 patients were respectively categorized as very-high-risk or above (7 +), and high-risk or above (4+)( n = 288; Precisi",11.960261,-2.4897242
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,12,17,False,omyelocytes C-reactive protein Glucose Creatinine Creatine kinase Hematocrit Albumin eGFR Eosinophilocytes Lactate dehydrogenase Neutrophilocytes Mean cell hemoglobin Blast cells Myelocytes Metamyeloc,11.9270315,-2.451817
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,13,17,False,"features (Supplementary Data 1). For visualization purposes, here we show a condensed representation with only variables that were used by at least 10% of CLL-TIM’s base-learners (left panel ina). CLL",11.955696,-2.4861352
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,14,12,False,60% 70% 80% True positive False positive True negative False negative CLL-TIM probabilistic output Hazard-ratio: 7.3 (CI 95% : 7.2–7.5) % patients predicted 2-year overall survival % patients predicte,11.958794,-2.4894652
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,15,17,False,"H_7+. For box-and-whisker plots, whiskers are 95% confidence intervals generated using 5000 bootstrapped datasets sampled from each respective cohort (See Methods), white square is the mean, centre li",11.961279,-2.4863412
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,16,12,False,n CLL-IPI based on PR- AUC (Fig.3c) and MCC (Supplementary Tables 13–18). p < 0.0001 0.00 0.25 0.50 0.75 1.00 01 2 Event free survival probability Strata Predicted high−risk Predicted low−risk 57 (100,11.978274,-2.5101464
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,17,17,False,"comparison, CLL-TIMT20-30 (i.e. with removal of uncertain predictions) was benchmarked against an additional two versions of CLL-IPI score; CLL-IPI with removal of patients in the intermediate-risk ca",11.918939,-2.4491389
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,18,17,False,). Upon including infection and pathology history prior to diagnosis and including data for more laboratory variables; we increased the detection of infections and recall by 3.4-fold and this with an ,11.918181,-2.4451663
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,19,17,False,ce High confidence Low confidence Predicted low-risk Predicted high-risk Fig. 5 Addition of patient data increases CLL-TIM’s performance. aDistribution of CLL-TIM’s probabilistic output when making pr,11.932237,-2.4630244
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,20,17,False,may add more patient data to try and get predictions with a high-confidence. In this scenario CLL-TIM is more certain in its prediction and we can expect it to be operating at a HR of 7 or higher (Sup,11.92055,-2.4504771
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,21,17,False,"ed to predict infection as an outcome, we trained ensembles with CLL-IPI variables to predict both infection and treatment. Like CLL-IPI, these ensembles were also not predictive of infection (Supplem",11.989282,-2.5207074
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,22,12,False,cultures (n = 27) 2+ Blood cultures (n = 45) 1+ Blood cultures (n = 73) Positive blood cultures (n = 14) Recall * * * * ab c * n = 78 25% 30% 62% * n =103 40% 7% 43% Recall n = 172 33% 17% 52% Composi,11.9671955,-2.4979506
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,23,12,False,"blood cultures taken in the Danish CLL population had a positivefinding. Precision was not calculated for each of these four outcomes, as the false- positive predictions (according to each outcome) ma",11.927807,-2.454443
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,24,17,False,"ant in two or more univariate tests (Supplementary Data 4). Visualization of key risk factors identified by CLL-TIM, showed that CLL-TIM was able to learn complex non-linear functions (Fig. 8). For in",11.952575,-2.4758153
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,25,12,False,r) IgHV unmutated Binet stage A Leukocytes - value max (3 m) Leukocytes - date last (7 year) Mean number of days between infections (7 year) Erythrocyte count - date mean (1 year) Age Platelets - valu,11.936179,-2.4568884
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.pdf,26,4,False,0.1038/s41467-019-14225-8 10 NATURE COMMUNICATIONS| (2020) 11:363 | https://doi.org/10.1038/s41467-019-14225-8 | www.nature.com/naturecommunications,7.1212893,0.75096124
test_data\Machine learning can identify newly diagnosed patients with CLL at high risk of infection.txt,0,7,False,Title: Machine learning can identify newly diagnosed patients with CLL at high risk of infection Date: 2020-01-17 DOI: 10.1038/s41467-019-14225-8 Abstract: Infections have become the major cause of mo,11.786259,-2.3025577
"test_data\Machine learning for digital soil mapping_ Applications, challenges and suggested solutions.pdf",0,10,False,"This manuscript is anon-peer reviewedpreprint that has been submitted for publi- cation. Subsequent versions of this manuscript may have updated content. Feedback and comments are welcomed, feel free ",12.347045,6.286811
"test_data\Machine learning for digital soil mapping_ Applications, challenges and suggested solutions.pdf",1,3,False,"al information, multivariate mapping, uncertainty analysis, validation, integra- tion of pedological knowledge and, interpretation of the models. We conclude that for future developments, machine lear",12.460463,6.279407
"test_data\Machine learning for digital soil mapping_ Applications, challenges and suggested solutions.pdf",2,3,False,"r class and environmental variables, for a given spatial lo-15 cation.16 17 Conventionally, spatial prediction of soil has been embedded in the geostatisti-18 cal framework (Heuvelink & Webster, 2001)",12.427309,6.2373114
"test_data\Machine learning for digital soil mapping_ Applications, challenges and suggested solutions.pdf",3,10,False,"Machine learning42 techniques refer to a large class of non-linear data-driven algorithms employed pri-43 marily for data mining and pattern recognition purposes, and now frequently used for44 regress",12.311838,6.297373
"test_data\Machine learning for digital soil mapping_ Applications, challenges and suggested solutions.pdf",4,10,False,"hrough a pre-defined model of spatial variation. In the69 latter case, any interpretation is made in light of the model functions and the value of70 the covariates or input data. In machine learning, ",12.338887,6.3167768
"test_data\Machine learning for digital soil mapping_ Applications, challenges and suggested solutions.pdf",5,10,False,"t to a large amount of calibration data to95 learn a pattern and make a prediction. We start by reviewing and summarizing the96 current use of machine learning in DSM. Based on this summary, we identi",12.367124,6.2755537
"test_data\Machine learning for digital soil mapping_ Applications, challenges and suggested solutions.pdf",6,3,False,"udies accounts for the soil variation at multiple depths.123 Viscarra-Rossel et al. (2015) follow the GlobalSoilMap project specifications (Ar-124 rouays et al., 2014) to produce a quantitative three ",12.38799,6.262823
"test_data\Machine learning for digital soil mapping_ Applications, challenges and suggested solutions.pdf",7,3,False,"one third148 of the studies use a sample with less than 150 units, mostly for local or small-scale149 regional areas. For example, Blanco et al. (2018) use a sample of size 47 for mapping150 soil wate",12.365699,6.2785697
"test_data\Machine learning for digital soil mapping_ Applications, challenges and suggested solutions.pdf",8,10,False,"maps of soil nutrients such as175 nitrogen (Viscarra-Rossel et al., 2015; Forkuor et al., 2017), phosphorus (Viscarra-176 Rossel et al., 2015; Hengl et al., 2017b; Song et al., 2018), potassium, calci",12.336122,6.2789354
"test_data\Machine learning for digital soil mapping_ Applications, challenges and suggested solutions.pdf",9,3,False,"& Bui (2002)202 use a decision tree to disaggregate an existing map and obtain a realization of the203 disaggregated soil class distribution. With multiple realizations, the most probable204 soil clas",12.358778,6.273948
"test_data\Machine learning for digital soil mapping_ Applications, challenges and suggested solutions.pdf",10,3,False,"vailable or227 easily obtainable in all case studies. In some cases, covariates are chosen based on228 expert knowledge. A number of studies therefore calibrate machine learning algo-229 rithms using ",12.3588915,6.2043552
"test_data\Machine learning for digital soil mapping_ Applications, challenges and suggested solutions.pdf",11,17,False,-253 ates as an indicator of spatial position in the scorpan model of soil variation The254 most common surrogate is the use of geographical coordinates (easting and northing)255 8 as covariates in th,12.338935,6.147909
"test_data\Machine learning for digital soil mapping_ Applications, challenges and suggested solutions.pdf",12,5,False,"ed “wrapper”277 methods and rely on the inference made by a calibrated ML model to determine278 whether covariates are important. By re-calibrating a ML model several times, each279 time removing the ",11.253898,4.399084
"test_data\Machine learning for digital soil mapping_ Applications, challenges and suggested solutions.txt",0,10,False,"Title: Machine learning for digital soil mapping: Applications, challenges and suggested solutions Date: 2020-02-06 DOI: 10.31223/osf.io/8eq6s Abstract: Abstract The uptake of machine learning (ML) al",12.352963,6.2818403
"test_data\Machine learning for digital soil mapping_ Applications, challenges and suggested solutions.txt",1,10,False,"d ML model. Tackling these challenges is critical for ML to gain credibility and scientific consistency in soil science. We conclude that for future developments, ML could incorporate three core eleme",12.270379,6.348603
test_data\Machine learning for prediction of asthma exacerbations among asthmatic patients_ a systematic review and meta-analysis.pdf,0,7,False,Xiong et al. BMC Pulmonary Medicine (2023) 23:278 https://doi.org/10.1186/s12890-023-02570-w RESEARCH Open Access © The Author(s) 2023. Open Access This article is licensed under a Creative Commons At,12.092613,11.325532
test_data\Machine learning for prediction of asthma exacerbations among asthmatic patients_ a systematic review and meta-analysis.pdf,1,7,False,"chrane Library, EMBASE, and Web of Science were searched for studies published up to December 15, 2022. Studies that applied ML methods to develop prediction models for asthma exacerbations among asth",12.061031,11.2830305
test_data\Machine learning for prediction of asthma exacerbations among asthmatic patients_ a systematic review and meta-analysis.pdf,2,7,False,"und Asthma is a chronic heterogeneous disease affecting approximately 241 million people worldwide [1]. Despite many effective medicines available, a proportion of asth - matic patients have uncontrol",12.050332,11.2556305
test_data\Machine learning for prediction of asthma exacerbations among asthmatic patients_ a systematic review and meta-analysis.pdf,3,7,False,"tement). The protocol of this system - atic review was registered and published on PROSPERO (reference number CRD42022380059). Search strategy PubMed, Cochrane Library, EMBASE, and Web of Sci - ence w",12.060329,11.25456
test_data\Machine learning for prediction of asthma exacerbations among asthmatic patients_ a systematic review and meta-analysis.pdf,4,12,False,", and (6) outcomes. Full details of data extraction are provided in Additional file 2. We defined asthma exacerbations in accordance with an Offi- cial American Thoracic Society/European Respiratory S",12.087052,11.333283
test_data\Machine learning for prediction of asthma exacerbations among asthmatic patients_ a systematic review and meta-analysis.pdf,5,17,False,"ed studies, such as distribution of publication year, population charac - teristics, popular machine learning methods, validation methods, and important features. For studies that were able to calcula",12.094319,11.22138
test_data\Machine learning for prediction of asthma exacerbations among asthmatic patients_ a systematic review and meta-analysis.pdf,6,7,False,", Web of Science (4085), Embase (4083)) (see Additional file 1). After excluding 4210 duplicates, we browsed titles and abstracts of the remaining 6224 papers resulting in 109 papers that might be eli",12.01541,11.203883
test_data\Machine learning for prediction of asthma exacerbations among asthmatic patients_ a systematic review and meta-analysis.pdf,7,17,False,"], bagging [20], and split-sample validation [16] (Table 1). For the generalization test, ten studies used external validation. One study split a single Page 4 of 15Xiong et al. BMC Pulmonary Medicine",12.069978,11.250871
test_data\Machine learning for prediction of asthma exacerbations among asthmatic patients_ a systematic review and meta-analysis.pdf,8,12,False,"dical institutions, and comorbidities. These factors were difficult to be defined consistently. The definition of asthma exacerbations given by the ATS/ ERS statement is widely accepted [12]. Studies ",12.09435,11.318126
test_data\Machine learning for prediction of asthma exacerbations among asthmatic patients_ a systematic review and meta-analysis.pdf,9,17,False,"0 [15] Retrospective Asthma 315,308 (3.6%) HP or ED for asthma Next year XGBoost (1) Cross valida- tion Y (temporal) 142 External: Spe 0.9193, Sen 0.5369, CCR 0.9031, AUC 0.859 High High Luo, 2020 [14",12.078932,11.253565
test_data\Machine learning for prediction of asthma exacerbations among asthmatic patients_ a systematic review and meta-analysis.pdf,10,17,False,graphic validation. Some studies split a single dataset into a training dataset and a test dataset and used the latter to assess the generalizability of prediction models. We provided an example in Ad,12.188474,11.179097
test_data\Machine learning for prediction of asthma exacerbations among asthmatic patients_ a systematic review and meta-analysis.pdf,11,17,False,0.72–0.83) 2.95 (2.32–3.75) 0.45 (0.35–0.57) 6.56 (4.37–9.86) Outcome(n) ED/HP (15) 0.81 (0.77–0.84) 0.60 (0.49–0.70) 0.84 (0.78–0.88) 3.65 (2.86–4.65) 0.48 (0.38–0.61) 7.58 (5.35–10.74) AE (8) 0.78 (,12.078411,11.2389965
test_data\Machine learning for prediction of asthma exacerbations among asthmatic patients_ a systematic review and meta-analysis.pdf,12,17,False,"). Other values were as follows: PLR 3.33 (95% CI 2.73–4.07, I 2 = 99.58, P < 0.01), NLR 0.47 (95% CI 0.39–0.57, I 2 = 98.89, P < 0.01), and DOR 7.02 (95% CI 5.20–9.47, I 2 = 100.00, P < 0.01) (see Ad",12.067848,11.213996
test_data\Machine learning for prediction of asthma exacerbations among asthmatic patients_ a systematic review and meta-analysis.pdf,13,17,False,"n bias. As shown in Fig. 9, the funnel plot was symmetrical, indi- cating no publication bias (P = 0.29). Sensitivity analysis showed exclusion of any study did not affect the pooled estimations, sugg",12.08422,11.173096
test_data\Machine learning for prediction of asthma exacerbations among asthmatic patients_ a systematic review and meta-analysis.txt,0,7,False,Title: Machine learning for prediction of asthma exacerbations among asthmatic patients: a systematic review and meta-analysis Date: 2023-07-28 DOI: 10.1186/s12890-023-02570-w Abstract: Background Ast,12.071542,11.277229
test_data\Machine learning for prediction of asthma exacerbations among asthmatic patients_ a systematic review and meta-analysis.txt,1,17,False,"mance, with an overall pooled AUROC of 0.84 (95% CI 0.81–0.87). Conclusion This study identified that ML was the potential tool to achieve great performance in predicting asthma exacerbations. However",12.055585,11.217483
test_data\Machine learning predicts live-birth occurrence before in-vitro fertilization treatment.pdf,0,7,False,1 Vol.:(0123456789)Scientific Reports | (2020) 10:20925 | https://doi.org/10.1038/s41598-020-76928-z www.nature.com/scientificreports Machine learning predicts live‐birth occurrence before in‐vitro fe,8.905953,7.520344
test_data\Machine learning predicts live-birth occurrence before in-vitro fertilization treatment.pdf,1,17,False,"he ROC Curve (ROC AUC) scores are 77%, 76%, and 84.60%, respectively. The success of the pregnancy depends on both male and female traits and living conditions. This study predicts a successful pregna",8.907048,7.483583
test_data\Machine learning predicts live-birth occurrence before in-vitro fertilization treatment.pdf,2,7,False,"ch does not employ any systematic statistical approach. Hence, they are more subjective. Medical practitioners and patients are eagerly looking for a measurement to guide them for decision making abou",8.879589,7.511991
